bridge_deck,dew_point,wind_chill,wet_bulb,air_temp,relative_humidity,wind_speed
5.83,-11.55,0.14,-1.94,2.23,35.4,1.86
0.19,-3.24,-0.36,0.17,2.23,67.16,2.56
1.66,-3.96,2,-0.06,2.23,63.62,0.83
0.47,-4.54,-0.46,-0.24,2.23,60.93,2.45
7.15,-7.83,-2.73,-1.11,2.23,47.38,6.09
0.99,-6.54,-0.46,-0.8,2.24,52.3,2.68
-0.43,-12.73,0.55,-2.47,2.24,33.4,1.31
2.31,-5.29,-2.18,-0.46,2.24,57.54,5.15
3.01,-5.44,-2.43,-0.49,2.24,56.89,5.45
5.4,-6.2,-1.02,-0.71,2.24,53.68,3.16
2.08,-6.99,-1.03,-0.93,2.24,50.52,3.18
2.35,-1.55,2.55,0.75,2.24,76.01,0.69
4.56,-1.16,0.85,0.89,2.24,78.25,1.42
1.38,-0.45,1.98,1.15,2.24,82.42,0.87
6.67,-13.85,-1.32,-2.36,2.25,29.35,3.25
-0.28,-12.68,0.51,-2.43,2.25,33.41,1.31
-3.47,-17.57,-5.37,-6.93,2.25,33.45,1.1
0.72,-11.49,1.7,-1.92,2.25,35.5,1.09
2.38,-4.24,0.36,-0.13,2.25,62.25,1.96
3.65,-5.48,-2.88,-0.5,2.25,56.67,6.78
4.19,-15.34,-2.7,-2.59,2.25,25.98,6.57
1.64,-1.84,-1.08,0.65,2.25,74.41,3.53
0.31,-3.21,-0.3,0.19,2.25,67.22,2.39
1.35,-2.91,0.1,0.28,2.25,68.72,2.06
3.38,2.25,-1.95,2.25,2.25,100,4.75
9.24,-8.95,-0.26,-1.37,2.25,43.37,2.43
1.36,1.27,1.33,1.83,2.25,93.22,1.21
-15.35,-29.42,-18.45,-18.43,2.26,33.45,0.71
3.84,-0.01,0.23,1.33,2.26,84.95,2.01
1.42,-8.17,1.11,-1.2,2.26,46.07,1.26
6.02,-7.61,-2.87,-1.06,2.26,48.09,6.93
6.17,-6.85,-1.81,-0.87,2.26,51.01,4.47
3.74,0.18,0.27,1.4,2.27,86.06,1.91
0.4,-11.33,0.4,-1.87,2.27,35.89,1.81
1.26,-2.85,0.62,0.32,2.27,68.94,1.64
1.29,-2.86,0.4,0.31,2.27,68.91,1.81
1.35,1.38,0.12,1.89,2.27,93.82,1.96
1.29,0.16,0.59,1.4,2.27,85.9,1.72
6.69,-8.99,0.23,-1.37,2.27,43.2,2.03
6.92,-9.1,-0.3,-1.39,2.27,42.81,2.53
7.43,-9.44,-0.16,-1.46,2.27,41.69,2.37
8.96,-9.51,-0.95,-1.48,2.27,41.48,3.21
9.23,-9.17,-0.6,-1.4,2.27,42.61,2.71
1.49,-1.46,0.07,0.79,2.27,76.35,1.91
-0.45,-12.94,0.86,-2.68,2.28,33.46,0.99
1.12,-8.41,0.14,-1.24,2.28,45.14,2.1
0.23,-11.17,0.62,-1.83,2.28,36.34,1.69
1.78,-5.66,3.1,-0.54,2.28,55.77,0.49
1.67,-12.18,0.64,-2.03,2.28,33.53,1.73
0.32,-4.14,0.69,-0.09,2.28,62.57,1.74
5.22,-5.94,-1.25,-0.61,2.29,54.57,3.74
1.07,-9.19,0.38,-1.41,2.29,42.46,2
1.85,-6.04,2.65,-0.64,2.29,54.14,0.61
4.37,0.72,-2.93,1.63,2.29,89.38,6.8
1.38,-2.91,-0.05,0.31,2.29,68.53,2.19
1.62,-12.16,0.36,-2.02,2.29,33.56,1.9
-0.13,-8.17,0.29,-1.18,2.29,45.99,1.86
-0.09,-8.03,0.43,-1.15,2.29,46.46,1.81
0.55,-7.61,0.34,-1.05,2.29,48.03,1.94
6.1,-8.71,-0.53,-1.29,2.29,44.08,2.68
6.12,-8.09,-0.57,-1.15,2.29,46.25,2.78
8.15,-9.18,-0.75,-1.4,2.29,42.49,2.97
8.55,-9.03,-0.77,-1.37,2.29,42.99,2.84
5.75,-4.43,-1.01,-0.17,2.3,61.14,3.16
3.32,-4.69,0.04,-0.26,2.3,59.99,2.31
0.84,-6.51,0.53,-0.76,2.3,52.2,1.72
2.66,-1.64,-0.08,0.74,2.3,75.23,2.3
-0.28,-3.61,0.59,0.08,2.3,65.03,1.87
1.32,-5.85,0.11,-0.59,2.3,54.91,2.22
1.15,-11.31,-2.68,-1.86,2.3,35.89,5.54
3.74,-8.48,2.37,-1.24,2.3,44.88,0.65
2.94,-0.63,0.14,1.11,2.3,81.03,2.17
5.24,-5.91,-1.13,-0.59,2.3,54.63,3.5
0.24,-11.02,0.41,-1.8,2.3,36.74,1.77
4.27,0.76,-2.62,1.66,2.3,89.53,6.17
-0.02,-3.32,-0.02,0.18,2.3,66.39,2.17
0.05,-3.06,0.37,0.27,2.3,67.76,1.91
1.59,-2.44,0.41,0.48,2.3,70.92,1.88
6.51,-4.41,0,-0.14,2.3,61.22,2.43
1.3,0.23,-0.12,1.45,2.3,86.24,2.2
4.18,-2.2,0.91,0.55,2.3,72.19,1.15
6.59,-8.63,-0.45,-1.27,2.3,44.32,2.63
3.54,0.37,1.32,1.5,2.3,87.07,1.24
2.27,1.05,1.99,1.77,2.3,91.46,1.01
3.3,-13.93,-3.21,-2.36,2.31,29.02,7.18
-0.1,-16.16,-0.9,-2.68,2.31,24.16,3.31
7.82,-14.69,-2.97,-2.44,2.31,27.28,6.83
2.84,-5.31,-1.09,-0.42,2.31,57.16,3.4
2.55,-12.63,0.64,-2.1,2.31,32.26,1.97
2.68,-6.22,0.17,-0.67,2.31,53.37,1.82
1.22,-9.42,-0.02,-1.45,2.31,41.64,2.14
1.34,-9.38,0.02,-1.45,2.31,41.78,2.12
-0.07,-3.37,-0.23,0.17,2.31,66.12,2.41
4.01,-2.61,-0.13,0.43,2.31,69.98,2.05
1.43,-2.48,0.03,0.47,2.31,70.67,2.18
1.76,-3.75,2.8,0.05,2.31,64.25,0.59
-0.18,-8.15,0.39,-1.16,2.31,45.97,1.83
3.51,0.43,0.97,1.53,2.31,87.38,1.39
5.18,-6.03,-1.06,-0.62,2.32,54.06,3.53
5.42,-5.9,-1.11,-0.58,2.32,54.63,3.49
5.42,-5.97,-0.9,-0.6,2.32,54.35,3.14
2.13,-7.13,-0.63,-0.93,2.32,49.72,2.92
9.76,-19.7,-3.38,-3.1,2.32,17.91,8.37
0.2,-3.13,-0.21,0.25,2.32,67.29,2.5
3.4,2.32,-2.01,2.33,2.32,100,5.02
3.4,2.32,-1.49,2.32,2.32,100,3.96
0.74,-3.2,1.34,0.24,2.32,66.93,1.22
5.17,-12.93,0.3,-2.13,2.32,31.47,2.18
7.28,-7.28,-2.59,-0.92,2.32,49.14,5.9
2.98,1.08,2.26,1.79,2.32,91.52,0.85
1.34,1.31,1.56,1.89,2.32,93.05,1.16
3.51,0.04,-1.73,1.38,2.32,84.94,4.59
1.11,-6.65,-0.94,-0.78,2.33,51.54,3.53
5.25,-7.4,7.14,2.2,2.33,33.48,1.36
-0.21,-16.31,-0.89,-2.68,2.33,23.83,3.11
6.32,-6.27,-1.99,-0.66,2.33,53.03,5.14
4.21,0.85,-1.93,1.71,2.33,89.98,4.7
1.33,-2.44,-0.41,0.49,2.33,70.76,2.62
0.77,-3.03,1.39,0.29,2.33,67.76,1.11
5.53,-12.83,-0.07,-2.1,2.33,31.68,2.21
-0.17,-8.59,-0.79,-1.25,2.33,44.38,3.2
1.1,0.22,1.71,1.46,2.33,85.97,1.06
6.5,-8.77,-0.22,-1.28,2.33,43.77,2.43
11.49,-0.81,-1.09,1.07,2.34,79.68,3.15
5.26,-6.17,-1.05,-0.63,2.34,53.41,3.72
0.49,-6.5,-1.96,-0.72,2.34,52.12,4.14
3.79,0.44,-2.59,1.55,2.34,87.28,6.26
3.84,0.5,-2.83,1.57,2.34,87.67,6.83
1.35,0.22,0.4,1.46,2.34,85.86,1.79
3.86,-12.75,-0.11,-2.09,2.34,31.9,2.43
2.49,-1.78,1.78,0.73,2.34,74.19,1.03
7.37,-9.31,0.37,-1.39,2.34,41.91,1.88
6.76,-13.39,-1.43,-2.22,2.35,30.25,3.97
6.77,-13.47,-1.23,-2.23,2.35,30.07,3.59
4.91,-4.49,-3.35,-0.15,2.35,60.67,8.12
2.32,-1.18,0.86,0.94,2.35,77.53,1.64
5.56,-13.19,-0.5,-2.18,2.35,30.74,2.62
0.63,-11.17,1.35,-1.79,2.35,36.17,1.23
0.99,-2.5,0.79,0.48,2.35,70.35,1.56
2.01,-0.54,-1.34,1.18,2.35,81.24,4.22
1.3,0.22,0.86,1.47,2.35,85.84,1.54
1.31,0.19,0.89,1.46,2.35,85.64,1.55
2.15,-3.46,2.1,0.17,2.35,65.51,0.85
1.95,-3.31,1.42,0.22,2.35,66.24,1.18
4.76,-0.93,1.76,1.04,2.35,78.99,1.04
6.96,-8.86,0.16,-1.29,2.35,43.39,2.11
2,-12.16,1.45,-1.99,2.36,33.48,1.32
1.23,-8.5,0.26,-1.22,2.36,44.59,2.15
12.44,-13.11,0,-2.14,2.36,30.93,2.41
6.69,-4.77,-2.43,-0.23,2.36,59.32,5.51
0.82,-2.92,0.33,0.34,2.36,68.19,2.02
1.46,-13.18,0.24,-2.16,2.37,30.71,2.03
2.07,-6.24,2.61,-0.65,2.37,53.01,0.79
1.18,-5.71,1.3,-0.51,2.37,55.21,1.25
3.85,0.51,-2.66,1.6,2.37,87.54,6.72
4.3,0.8,-2.46,1.71,2.37,89.38,5.79
7.57,-8.51,-0.54,-1.19,2.37,44.51,2.72
1.98,1.34,2.01,1.93,2.37,92.89,0.9
3.98,1.68,2.63,2.07,2.37,95.15,0.68
-1.12,-14.21,0.93,-2.33,2.38,28.23,1.64
8.24,-3.89,-2.19,0.04,2.38,63.31,5.12
5.32,-7.16,7.63,2.4,2.38,33.48,1.3
-0.24,-3.71,0.42,0.1,2.38,64.15,1.79
0.25,-9.75,2.01,-1.52,2.38,40.4,1.05
5.41,-6.22,-0.97,-0.63,2.38,53.07,3.43
1.65,-5.93,2.44,-0.55,2.38,54.27,0.75
-0.23,-3.52,0.23,0.17,2.38,65.05,2.07
0.04,-3.04,0.44,0.31,2.38,67.44,1.88
0.22,-3.03,0.22,0.32,2.38,67.5,2.1
4.49,-2.61,0.08,0.47,2.38,69.61,2.08
1.71,-2.37,0.79,0.55,2.38,70.91,1.64
3.72,-13.31,0.88,-2.15,2.38,30.38,1.58
1.28,-2.5,2.08,0.5,2.38,70.19,0.8
9.87,2.38,0.73,2.39,2.38,100,1.38
3.34,-0.1,-2.12,1.37,2.38,83.71,5.35
9.52,-5.47,10.07,3.87,2.39,33.49,1.05
5.13,-5.89,-0.86,-0.53,2.39,54.36,3.28
5.16,-6.09,-1.05,-0.59,2.39,53.59,3.51
3.01,-10.47,-0.72,-1.62,2.39,38.13,2.48
2.7,-5.17,0.27,-0.34,2.39,57.43,1.67
11.97,-13.12,-0.11,-2.13,2.39,30.84,2.06
1.11,-6.26,-1.43,-0.63,2.39,52.9,3.9
1.79,-6.02,3.02,-0.58,2.39,53.85,0.54
3.43,2.39,-0.85,2.39,2.39,100,3.38
2.73,-12.36,0.69,-1.98,2.39,32.79,1.75
2.89,-2.38,2.51,0.55,2.39,70.74,0.75
0.43,-7.03,-0.03,-0.85,2.39,49.85,2.38
1.44,-0.71,2.58,1.14,2.39,79.97,0.75
3.5,0.43,1.74,1.57,2.39,86.88,1.04
3.39,0.24,-1.31,1.51,2.39,85.71,4
0.1,-16.11,-0.55,-2.61,2.4,24.11,3
5.13,-5.7,-1.16,-0.48,2.4,55.16,3.6
10.5,-19.16,-3.36,-2.99,2.4,18.65,8.77
0.19,-3.07,-0.36,0.32,2.4,67.2,2.65
1.14,-3.87,2.92,0.06,2.4,63.29,0.63
1.85,-3.44,2.46,0.2,2.4,65.36,0.7
2.13,-4.1,-0.02,0,2.4,62.23,2.11
1.87,-12.19,0.57,-1.95,2.4,33.21,1.88
1.43,0.21,0.93,1.5,2.4,85.49,1.48
3.2,0.32,-1.69,1.54,2.4,86.13,4.61
0.07,-4.02,-0.92,0.02,2.41,62.51,2.6
4.02,-2.27,0.02,0.59,2.41,71.22,1.99
4,-0.07,0.61,1.4,2.41,83.69,1.85
4.63,-4.67,-2.66,-0.17,2.41,59.56,6.05
1.68,-1.77,-0.84,0.76,2.41,73.93,3.43
3.41,2.41,-2.04,2.41,2.41,100,5.14
2.28,-2.05,2.32,0.69,2.41,72.38,0.74
2.39,-6.66,-1.54,-0.71,2.41,51.21,4.5
1.05,0.32,2.04,1.54,2.41,86.05,0.89
7.2,-8.31,0.43,-1.12,2.41,45.07,1.93
7.31,-9.03,0.82,-1.29,2.41,42.63,1.57
3.23,0.3,-1.78,1.53,2.41,85.96,4.73
-1.64,-15.81,-1.9,-5.31,2.42,33.49,0.64
2.49,-5.06,-1.62,-0.29,2.42,57.78,4.86
0.53,-8.59,3.01,-1.21,2.42,44.1,0.54
6.28,-7.58,-2.63,-0.95,2.42,47.68,6.92
2,-6.76,-1.41,-0.77,2.42,50.81,4.01
2.53,0.22,0.03,1.51,2.42,85.41,2.32
2.85,-2.61,1.54,0.49,2.42,69.45,1.16
3.01,-12.3,0.95,-1.96,2.42,32.88,1.68
2.41,-2.08,2.42,0.67,2.42,72.22,0.73
2.53,-1.63,2.17,0.83,2.42,74.65,0.87
1.27,0.24,1.46,1.51,2.42,85.58,1.22
2.14,1.31,1.85,1.95,2.42,92.34,0.95
3.08,-1.65,0.2,0.82,2.43,74.49,2.19
-0.25,-12.69,0.81,-2.47,2.43,33.52,1.19
-4.13,-17.86,-5.51,-7.22,2.43,33.52,1.06
0.48,-11.12,0.81,-1.73,2.43,36.09,1.63
7.04,1.63,-2.93,2.09,2.43,94.49,7.64
0.99,-2.88,0.63,0.4,2.43,67.98,1.78
1.15,-2.9,0.87,0.39,2.43,67.92,1.6
1.23,-2.89,0.75,0.4,2.43,67.93,1.63
6.83,-8.54,0.39,-1.16,2.43,44.22,1.89
6.98,-8.66,0.89,-1.19,2.43,43.81,1.51
0.89,-2.39,0.74,0.57,2.44,70.45,1.58
3.04,-0.71,0.3,1.17,2.44,79.71,2.18
1.62,-13.11,0.71,-2.1,2.44,30.75,1.78
1.24,-2.84,0.71,0.42,2.44,68.2,1.6
1.11,0.22,0.61,1.52,2.44,85.28,1.87
1.69,-2.28,1.07,0.61,2.44,71.09,1.48
1.7,-2,1.37,0.71,2.44,72.53,1.35
2.08,1.35,2.05,1.98,2.44,92.49,0.9
2.4,-8.68,0.47,-1.23,2.45,43.7,1.57
-3.03,-14.97,-2.74,-4.58,2.45,33.54,1.44
1.11,-5.4,0.59,-0.37,2.45,56.22,2.22
1.17,-5.36,2.15,-0.36,2.45,56.37,0.85
2.47,-4.16,1.03,0.01,2.45,61.76,1.48
0.3,-2.98,0.32,0.38,2.45,67.4,2.06
0.5,-2.97,0.35,0.39,2.45,67.46,1.93
2.13,-4.05,1.2,0.03,2.45,62.24,1.4
2.41,-2.34,0.69,0.6,2.45,70.68,1.87
2.21,-3.95,0.19,0.07,2.45,62.74,2.15
2.19,-3.92,-0.03,0.08,2.45,62.83,2.35
0.02,-7.99,0.76,-1.04,2.45,46.1,1.76
2.85,-4.09,0.07,0.04,2.45,62.07,2.33
4.03,1.7,2.7,2.13,2.45,94.78,0.73
3.5,-4.68,0.57,-0.16,2.46,59.31,1.9
1.42,-8.58,0.36,-1.18,2.46,43.99,2.28
4.84,2.43,-4.44,2.44,2.46,99.78,12.51
1.11,-9.24,0.46,-1.32,2.46,41.78,1.97
7.6,-5.8,-2.84,-0.48,2.46,54.49,7.21
-0.22,-3.56,0.53,0.2,2.46,64.53,2.05
0.38,-2.99,0.08,0.38,2.46,67.32,2.25
1.19,-2.99,0,0.38,2.46,67.32,2.59
1.87,-2.31,0.98,0.61,2.46,70.82,1.55
4.2,-13.28,0.8,-2.1,2.46,30.3,1.59
5.6,-12.92,0.57,-2.03,2.46,31.18,1.68
2.93,-2.47,3.19,0.57,2.46,69.93,0.57
0.46,-4.53,0.29,-0.1,2.46,59.99,2.09
3.95,1.82,2.26,2.18,2.46,95.55,0.82
5.22,-0.63,-2.02,1.21,2.46,80.02,5.37
6.43,-7.09,-1.45,-0.8,2.47,49.31,4.75
1.18,-9.35,0.14,-1.34,2.47,41.39,2.14
8.27,-7.34,-3.12,-0.87,2.47,48.38,8.21
-0.24,-3.5,0.19,0.22,2.47,64.73,2.2
2.53,-1.66,2.58,0.85,2.47,74.22,0.72
-0.05,-8.52,-0.64,-1.14,2.47,44.17,3.2
7.42,-8.05,-2.29,-1.01,2.47,45.79,5.61
5.32,1.91,1.48,2.23,2.47,96.12,1.24
4.28,-0.25,-1.78,1.37,2.47,82.21,4.74
6.49,-6.24,-2.61,-0.57,2.48,52.63,5.93
2.11,-7.27,-0.5,-0.86,2.48,48.65,3.11
-0.07,-3.38,-0.38,0.27,2.48,65.29,2.59
3.44,2.48,-1.13,2.48,2.48,100,3.81
3.43,2.48,-1.46,2.48,2.48,100,4.31
5.34,-12.86,0.51,-2.02,2.48,31.28,1.84
3.94,1.86,1.41,2.21,2.48,95.73,1.26
3.34,0.67,-0.84,1.72,2.48,87.91,3.34
3.2,0.58,-1.27,1.69,2.48,87.29,4.03
1.34,-11.13,-1.13,-1.72,2.49,35.92,3.88
-0.33,-13.39,-0.92,-2.17,2.49,29.93,3.18
6.31,-8.3,8.79,2.97,2.49,27.78,1.44
-0.26,-16.3,-0.86,-2.58,2.49,23.56,3.51
5.39,-6.19,-1.27,-0.55,2.49,52.8,3.94
2.65,-1.32,-2.12,0.96,2.49,75.99,5.89
17.17,-11.17,0.29,-1.71,2.49,35.8,1.53
4.26,0.82,-1.89,1.79,2.49,88.75,5.08
0.22,-2.95,-0.55,0.41,2.49,67.35,2.68
3.42,2.49,-1.67,2.49,2.49,100,4.56
3.91,1.91,0.93,2.24,2.49,95.9,1.6
1.99,-12.17,0.33,-1.9,2.49,33.04,2.14
4.14,-12.65,0.38,-1.98,2.49,31.79,2.05
2.16,-1.37,0.32,0.96,2.49,75.69,2.06
3.3,0.57,-1.28,1.69,2.49,87.21,3.91
12.22,-0.97,-1.08,1.1,2.5,77.9,3.69
2.12,0.16,0.92,1.54,2.5,84.55,1.56
2.46,-6.58,-1.4,-0.63,2.5,51.22,4.45
1.15,0.31,1.77,1.59,2.5,85.46,1.09
1.23,0.31,1.79,1.59,2.5,85.49,1.05
1.2,0.32,1.96,1.59,2.5,85.54,0.98
3.14,1.06,1.57,1.89,2.5,90.21,1.21
1.63,-11.57,-1.34,-1.8,2.51,34.62,4.69
2.39,-1.07,0.99,1.08,2.51,77.27,1.6
2.45,-1.2,1.01,1.02,2.51,76.58,1.73
4.56,-7.21,7.47,2.35,2.51,33.54,1.32
-1.68,-13.52,-0.31,-3.24,2.51,33.56,1.13
1.61,-14.62,-2.18,-2.31,2.51,27.05,6
3.09,1.21,0.87,1.96,2.51,91.11,1.65
4.47,-14.8,-2.68,-2.34,2.51,26.65,7.26
2.71,-10.18,1.2,-1.49,2.51,38.66,1.55
0.35,-3.77,0.62,0.17,2.51,63.26,1.95
4.78,1.78,0.95,2.19,2.51,94.97,1.79
3.02,0.43,-0.12,1.64,2.51,86.19,2.44
1.63,-2.3,1.97,0.65,2.51,70.55,1.07
1.26,0.25,1.4,1.58,2.51,85.02,1.35
-3.12,-17.33,-3.93,-6.73,2.52,33.57,0.73
-0.01,-16.17,-0.71,-2.54,2.52,23.78,3.21
1.72,-9.75,1.25,-1.4,2.52,39.97,1.42
1.78,-13.09,0.3,-2.05,2.52,30.64,2.32
1.93,-6.14,3.4,-0.53,2.52,52.87,0.51
1.67,-9.68,1.07,-1.38,2.52,40.18,1.57
2.21,-2.34,0.82,0.64,2.52,70.33,1.71
5.13,1.84,1,2.23,2.52,95.26,1.78
2.93,-4.07,0.42,0.1,2.52,61.8,2.09
3.07,-4.17,1,0.06,2.52,61.38,1.6
-0.15,-9.75,0.24,-1.43,2.53,39.97,2.35
0.88,-11.33,2.04,-1.71,2.53,35.26,0.96
3.15,0.91,0.91,1.84,2.53,89.09,1.66
5.09,-6.01,-0.37,-0.48,2.53,53.33,2.88
5.32,-6.43,-0.61,-0.59,2.53,51.66,3.18
5.36,-6.5,-0.63,-0.61,2.53,51.4,3.31
1.61,-9.64,0.64,-1.36,2.53,40.3,1.86
1.83,0.39,0.09,1.63,2.53,85.78,2.45
2.1,-12.22,0.31,-1.88,2.53,32.8,2.24
0.01,-8.01,0.53,-1,2.53,45.74,1.93
0.04,-7.95,0.55,-0.99,2.53,45.97,2.01
0.86,-7.67,0.66,-0.92,2.53,46.97,1.91
0.38,-4.14,1.01,0.05,2.53,61.47,1.7
0.4,-4.33,0.67,0,2.53,60.6,1.83
3.66,-14.14,-2.57,-2.24,2.54,28.07,6.57
8.77,-4.24,-1.92,0.03,2.54,60.96,5.29
3.47,-1.7,0.16,0.87,2.54,73.63,2.39
5.12,-5.64,0.07,-0.37,2.54,54.85,2.38
5.31,-6.48,-0.84,-0.6,2.54,51.43,3.49
0.54,-10.99,0.58,-1.64,2.54,36.2,1.79
1.52,-6.13,2.93,-0.51,2.54,52.81,0.65
1.15,-9.29,0.54,-1.28,2.54,41.37,1.89
-0.24,-3.61,0.77,0.23,2.54,63.94,1.71
1.67,0.32,0.03,1.62,2.54,85.33,2.43
2.13,0.22,0.5,1.58,2.54,84.69,1.91
4.39,-0.57,1.6,1.28,2.54,79.99,1.16
0.41,-4.44,0.67,-0.03,2.54,60.09,1.82
2.01,1.48,2.41,2.09,2.54,92.72,0.76
-7.51,-21,-9.78,-10.2,2.55,33.58,1.35
-0.16,-3.5,0.22,0.27,2.55,64.36,2.05
2.13,-0.46,-0.88,1.33,2.55,80.54,3.84
7.19,-4.09,0.54,0.1,2.55,61.59,2.06
2.36,-0.26,1.89,1.4,2.55,81.71,1.06
5.38,1.99,1.59,2.31,2.55,96.06,1.23
4.77,-0.21,-1.85,1.42,2.55,82.01,4.98
3.21,0.81,-0.32,1.82,2.55,88.26,2.78
0.23,-15.89,-0.24,-2.48,2.56,24.28,2.86
4.43,-0.15,1.22,1.45,2.56,82.34,1.56
5.1,2.51,-3.79,2.54,2.56,99.59,11.76
1.28,-5.62,2.09,-0.36,2.56,54.85,1.06
2.74,-1.48,-1.14,0.95,2.56,74.69,4.27
1.82,-1.68,-0.42,0.88,2.56,73.64,3.02
1.51,-4,2.99,0.11,2.56,61.98,0.66
1.15,-14.46,0.34,-2.25,2.56,27.3,1.9
4.6,-0.57,1.71,1.28,2.56,79.85,1.15
2.66,-0.17,1.69,1.44,2.56,82.21,1.21
3.26,0.84,1.8,1.83,2.56,88.43,1.14
4.26,1.8,2.19,2.23,2.56,94.73,1
3.33,0.91,-0.89,1.86,2.56,88.88,3.59
3.34,0.92,-0.96,1.86,2.56,88.93,3.73
3.37,0.94,-1.13,1.88,2.56,89.07,3.99
3.41,1.1,-0.96,1.95,2.56,90.14,3.85
1.23,-6.62,-0.75,-0.62,2.57,50.8,3.62
3.59,0.79,0.75,1.82,2.57,88.05,1.72
5.24,-5.73,-1.6,-0.38,2.57,54.37,4.78
5.16,-6,-1.74,-0.45,2.57,53.25,5.15
5.41,-6.03,-1.37,-0.46,2.57,53.11,4.23
4.03,0.62,-1.86,1.75,2.57,86.98,5.43
1.71,-1.67,-0.86,0.89,2.57,73.61,3.56
1.78,-1.72,-0.09,0.87,2.57,73.39,2.64
1.2,-3.87,2.9,0.16,2.57,62.54,0.62
4.36,-12.46,0.97,-1.88,2.57,32.11,1.6
3.46,-2.21,2.81,0.72,2.57,70.76,0.65
1.6,-2.08,2.21,0.77,2.57,71.45,0.89
1.64,-0.57,2.73,1.3,2.57,79.75,0.72
2.13,0.02,1.76,1.52,2.57,83.26,1.16
2.63,0.03,1.88,1.52,2.57,83.32,1.08
2.57,0.23,1.77,1.6,2.57,84.56,1.12
1.84,-7.29,2.29,-0.8,2.58,48.2,0.96
12.92,-13,0.61,-1.99,2.58,30.74,2.05
3.51,-6.02,0.79,-0.45,2.58,53.14,1.68
1.36,-3.1,1.66,0.42,2.58,66.23,1.16
1.49,-2.61,1.35,0.58,2.58,68.65,1.44
0.81,-2.45,1.46,0.63,2.58,69.46,1.34
3.58,-12.53,0.7,-1.89,2.58,31.9,1.75
2.74,-0.63,1.36,1.27,2.58,79.42,1.4
2.74,-0.53,1.34,1.31,2.58,79.97,1.43
1.93,-0.06,1.38,1.49,2.58,82.71,1.43
2.55,0.14,1.23,1.57,2.58,83.96,1.43
2.23,-4.06,0.39,0.12,2.59,61.57,2.16
6.47,-7.47,-2.54,-0.83,2.59,47.53,7
17.83,-11.3,0.42,-1.68,2.59,35.18,1.7
0.46,-3.81,0.52,0.21,2.59,62.72,2
2.05,0.35,1.01,1.66,2.59,85.18,1.51
3.45,1.15,-1.4,1.98,2.59,90.23,4.57
5.25,-5.16,-2.8,-0.2,2.6,56.62,7.75
1.42,-11.09,-1.37,-1.65,2.6,35.75,4.5
19.27,-4.08,11.09,5.06,2.6,33.58,1.12
8.25,-15.3,-2.47,-2.35,2.6,25.43,6.9
2.6,-10.2,1.15,-1.43,2.6,38.37,1.54
0.14,-3.7,0.87,0.24,2.6,63.19,1.71
0.07,-3.68,0.82,0.24,2.6,63.28,1.87
1.81,-1.97,1.46,0.81,2.6,71.9,1.38
3.13,-4.3,1.06,0.07,2.6,60.41,1.64
0.18,-19.22,-4.38,-6.7,2.61,27.77,1.01
-0.44,-12.66,0.44,-2.46,2.61,33.59,1.34
1.41,-11.52,2.88,-1.46,2.61,33.59,0.83
5.39,-6.44,-0.35,-0.55,2.61,51.33,3.05
1.83,-9.82,1.05,-1.35,2.61,39.51,1.65
2.51,-10.26,0.62,-1.44,2.61,38.16,2.01
2.01,0.29,0.17,1.64,2.61,84.66,2.42
2.5,0.02,0.32,1.54,2.61,83.05,2.26
1.8,-0.63,0.91,1.29,2.61,79.26,1.7
1.59,-2.16,2.83,0.75,2.61,70.82,0.63
0.42,-12.85,1.2,-1.92,2.61,31.02,1.57
0.2,-7.9,0.49,-0.93,2.61,45.9,2.11
0.9,-7.68,0.81,-0.87,2.61,46.69,1.98
5.5,2.07,2,2.37,2.61,96.17,1.15
-4.83,-18.81,-6.13,-8.13,2.62,33.62,0.82
2.44,-3.69,0.72,0.25,2.62,63.14,2.01
3.13,-0.2,0.6,1.46,2.62,81.72,2.07
2.59,-2.29,0.68,0.72,2.62,70.11,2.01
3.51,0.81,2.37,1.85,2.62,87.86,0.87
-0.61,-13.04,0.48,-2.83,2.63,33.68,1.13
-1.07,-15.2,-3.05,-4.82,2.63,33.71,1.41
-12.13,-25.54,-15.75,-14.65,2.63,33.74,1.23
6.14,-13.2,-0.4,-2,2.63,30.13,2.8
8.08,-14.79,-2.54,-2.25,2.63,26.45,6.56
-0.17,-3.51,0.36,0.31,2.63,63.96,2.25
1.48,-6.17,3.25,-0.47,2.63,52.34,0.54
-0.11,-3.54,0.38,0.31,2.63,63.84,2.19
5.07,-4.98,-0.18,-0.13,2.63,57.31,2.91
4.56,-4.56,0.42,0.01,2.63,59.15,2.04
4.49,-0.39,2.05,1.39,2.63,80.54,1.01
0.27,-3.92,0.25,0.18,2.63,62.02,1.94
3.39,0.83,2.03,1.87,2.63,87.98,1.03
1.98,1.59,2.33,2.18,2.63,92.86,0.82
3.8,-5.07,-0.45,-0.17,2.64,56.89,3.26
8.27,-2.22,0.14,0.74,2.64,70.36,2.03
-1.62,-13.46,0.08,-3.23,2.64,33.74,0.92
5.38,-5.39,-0.98,-0.24,2.64,55.49,3.77
5.08,-5.89,-0.91,-0.38,2.64,53.41,3.78
5.4,-6.13,-0.46,-0.45,2.64,52.46,3.12
1.56,-6.03,2.14,-0.42,2.64,52.83,1.02
11.18,-18.06,-3.17,-2.71,2.64,20.12,9.07
5.27,-4.97,-0.56,-0.12,2.64,57.28,3.31
